文部科学省　学校コード一覧,,,,,,,,,,更新日：,5/23/2024
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
F214310104917,F2(短大),14(神奈川),3(私),1(本),和泉短期大学,神奈川県相模原市中央区青葉２－２－１,2525222,2021-01-20,,5194,
F214310104926,F2(短大),14(神奈川),3(私),1(本),鶴見大学短期大学部,神奈川県横浜市鶴見区鶴見２－１－３,2308501,2021-01-20,,5334,
F214310104935,F2(短大),14(神奈川),3(私),1(本),横浜女子短期大学,神奈川県横浜市港南区港南台４－４－５,2340054,2021-01-20,,5338,
F214310104944,F2(短大),14(神奈川),3(私),1(本),昭和音楽大学短期大学部,神奈川県川崎市麻生区上麻生１－１１－１,2158558,2021-01-20,,5339,
F214310104953,F2(短大),14(神奈川),3(私),1(本),上智大学短期大学部,神奈川県秦野市上大槻山王台９９９,2570005,2021-01-20,,5340,
F214310104962,F2(短大),14(神奈川),3(私),1(本),小田原短期大学,神奈川県小田原市城山４－５－１,2500045,2021-01-20,,5353,
F214310104971,F2(短大),14(神奈川),3(私),1(本),鎌倉女子大学短期大学部,神奈川県鎌倉市大船６－１－３,2478512,2021-01-20,,5355,
F214310104980,F2(短大),14(神奈川),3(私),1(本),相模女子大学短期大学部,神奈川県相模原市南区文京２－１－１,2520383,2021-01-20,,5356,
F214310104999,F2(短大),14(神奈川),3(私),1(本),洗足こども短期大学,神奈川県川崎市高津区久本２－３－１,2138580,2021-01-20,,5357,
F214310105006,F2(短大),14(神奈川),3(私),1(本),神奈川歯科大学短期大学部,神奈川県横須賀市稲岡町８２,2388580,2021-01-20,,5359,
F214310105015,F2(短大),14(神奈川),3(私),9(廃),聖セシリア女子短期大学,神奈川県大和市林間２－６－１１,2420003,2021-01-20,2022-05-01,5361,
F214310105024,F2(短大),14(神奈川),3(私),9(廃),東海大学医療技術短期大学,神奈川県平塚市北金目４－１－２,2591207,2021-01-20,2023-05-01,5362,
F214310105033,F2(短大),14(神奈川),3(私),1(本),湘北短期大学,神奈川県厚木市温水字長久保４２８,2438501,2021-01-20,,5363,
F115110105046,F1(大学),15(新潟),1(国),1(本),新潟大学,新潟県新潟市西区五十嵐２の町８０５０番地,9502181,2021-01-20,,0228,
F115110105055,F1(大学),15(新潟),1(国),1(本),長岡技術科学大学,新潟県長岡市上富岡町１６０３－１,9402188,2021-01-20,,0432,
F115110105064,F1(大学),15(新潟),1(国),1(本),上越教育大学,新潟県上越市山屋敷町１,9438512,2021-01-20,,0452,
F115210105071,F1(大学),15(新潟),2(公),1(本),新潟県立看護大学,新潟県上越市新南町２４０番地,9430147,2021-01-20,,1155,
F115210105080,F1(大学),15(新潟),2(公),1(本),新潟県立大学,新潟県新潟市東区海老ケ瀬４７１,9508680,2021-01-20,,1156,
F115210105099,F1(大学),15(新潟),2(公),1(本),長岡造形大学,新潟県長岡市千秋４丁目１９７番地,9402088,2021-01-20,,1157,
F115210111849,F1(大学),15(新潟),2(公),1(本),三条市立大学,新潟県三条市上須頃５００２番地５,9550091,2021-05-27,,1158,
F115310105104,F1(大学),15(新潟),3(私),1(本),長岡大学,新潟県長岡市御山町８０番地８,9400828,2021-01-20,,2367,
F115310105113,F1(大学),15(新潟),3(私),1(本),新潟医療福祉大学,新潟県新潟市北区島見町１３９８番地,9503198,2021-01-20,,2368,
F115310105122,F1(大学),15(新潟),3(私),1(本),新潟青陵大学,新潟県新潟市中央区水道町１丁目５９３９番地,9518121,2021-01-20,,2369,
F115310105131,F1(大学),15(新潟),3(私),1(本),新潟工科大学,新潟県柏崎市大字藤橋１７１９番地,9451195,2021-01-20,,2370,
F115310105140,F1(大学),15(新潟),3(私),1(本),新潟経営大学,新潟県加茂市希望ケ丘２９０９－２,9591321,2021-01-20,,2372,
F115310105159,F1(大学),15(新潟),3(私),1(本),新潟国際情報大学,新潟県新潟市西区みずき野３丁目１番１号,9502292,2021-01-20,,2373,
F115310105168,F1(大学),15(新潟),3(私),1(本),敬和学園大学,新潟県新発田市富塚字三賀境１２７０,9578585,2021-01-20,,2374,
F115310105177,F1(大学),15(新潟),3(私),1(本),新潟薬科大学,新潟県新潟市秋葉区東島２６５－１,9568603,2021-01-20,,2375,
F115310105186,F1(大学),15(新潟),3(私),1(本),国際大学,新潟県南魚沼市国際町７７７,9497277,2021-01-20,,2376,
F115310105195,F1(大学),15(新潟),3(私),1(本),新潟産業大学,新潟県柏崎市大字軽井川４７３０,9451393,2021-01-20,,2377,
F115310105202,F1(大学),15(新潟),3(私),1(本),事業創造大学院大学,新潟県新潟市中央区米山三丁目１番４６号,9500916,2021-01-20,,2381,
F115310105211,F1(大学),15(新潟),3(私),1(本),新潟リハビリテーション大学,新潟県村上市上の山２番１６号,9580053,2021-01-20,,2382,
F115310105220,F1(大学),15(新潟),3(私),1(本),新潟食料農業大学,新潟県新潟市北区島見町９４０番地,9503197,2021-01-20,,2393,
F115310105239,F1(大学),15(新潟),3(私),1(本),開志専門職大学　,新潟県新潟市中央区紫竹山６－３－５,9500914,2021-01-20,,2394,
F115310105248,F1(大学),15(新潟),3(私),1(本),長岡崇徳大学,新潟県長岡市深沢町２２７８－８,9402135,2021-01-20,,2403,
F215310105256,F2(短大),15(新潟),3(私),1(本),新潟青陵大学短期大学部,新潟県新潟市中央区水道町１丁目５９３９番地,9518121,2021-01-20,,5370,
F215310105265,F2(短大),15(新潟),3(私),1(本),新潟工業短期大学,新潟県新潟市西区上新栄町５－１３－７,9502076,2021-01-20,,5372,
F215310105274,F2(短大),15(新潟),3(私),1(本),新潟中央短期大学,新潟県加茂市希望ケ丘２９０９－２,9591321,2021-01-20,,5373,
F215310105283,F2(短大),15(新潟),3(私),1(本),日本歯科大学新潟短期大学,新潟県新潟市中央区浜浦町１丁目８,9518580,2021-01-20,,5375,
F215310105292,F2(短大),15(新潟),3(私),1(本),明倫短期大学,新潟県新潟市西区真砂３－１６－１０,9502086,2021-01-20,,5376,
G115110105302,G1(高専),15(新潟),1(国),1(本),長岡工業高等専門学校,新潟県長岡市西片貝町８８８,9408532,2021-01-20,,6568,
F116110105312,F1(大学),16(富山),1(国),1(本),富山大学,富山県富山市五福３１９０,9308555,2021-01-20,,0536,
F116210105329,F1(大学),16(富山),2(公),1(本),富山県立大学,富山県射水市黒河５１８０,9390398,2021-01-20,,1160,
F116310105336,F1(大学),16(富山),3(私),1(本),高岡法科大学,富山県高岡市戸出石代３０７－３,9391193,2021-01-20,,2378,
F116310105345,F1(大学),16(富山),3(私),1(本),富山国際大学,富山県富山市東黒牧６５－１,9301292,2021-01-20,,2379,
F116310105354,F1(大学),16(富山),3(私),1(本),桐朋学園大学院大学,富山県富山市呉羽町１８８４番地１７,9300138,2021-01-20,,2380,
F216310105362,F2(短大),16(富山),3(私),1(本),富山短期大学,富山県富山市願海寺水口４４４,9300193,2021-01-20,,5379,
F216310105371,F2(短大),16(富山),3(私),1(本),富山福祉短期大学,富山県射水市三ケ５７９,9390341,2021-01-20,,5381,
G116110105383,G1(高専),16(富山),1(国),1(本),富山高等専門学校,富山県富山市本郷町１３,9398630,2021-01-20,,6577,
F117110105393,F1(大学),17(石川),1(国),1(本),金沢大学,石川県金沢市角間町,9201192,2021-01-20,,0236,
F117110105400,F1(大学),17(石川),1(国),1(本),北陸先端科学技術大学院大学,石川県能美市旭台１－１,9231292,2021-01-20,,0488,
F117210105417,F1(大学),17(石川),2(公),1(本),公立小松大学,石川県小松市四丁町ヌ１－３,9238511,2021-01-20,,1162,
F117210105426,F1(大学),17(石川),2(公),1(本),石川県立大学,石川県野々市市末松１丁目３０８番地,9218836,2021-01-20,,1163,
F117210105435,F1(大学),17(石川),2(公),1(本),金沢美術工芸大学,石川県金沢市小立野２－４０－１,9208656,2021-01-20,,1164,
F117210105444,F1(大学),17(石川),2(公),1(本),石川県立看護大学,石川県かほく市学園台１丁目１番地,9291210,2021-01-20,,1165,
F117310105451,F1(大学),17(石川),3(私),1(本),金沢星稜大学,石川県金沢市御所町丑１０－１,9208620,2021-01-20,,2386,
F117310105460,F1(大学),17(石川),3(私),1(本),金沢工業大学,石川県野々市市扇が丘７－１,9218501,2021-01-20,,2387,
F117310105479,F1(大学),17(石川),3(私),1(本),金沢医科大学,石川県河北郡内灘町字大学１－１,9200265,2021-01-20,,2388,
F117310105488,F1(大学),17(石川),3(私),1(本),北陸大学,石川県金沢市太陽が丘１－１,9201148,2021-01-20,,2389,
F117310105497,F1(大学),17(石川),3(私),1(本),金沢学院大学,石川県金沢市末町１０－５,9201302,2021-01-20,,2390,
F117310105503,F1(大学),17(石川),3(私),1(本),金城大学,石川県白山市笠間町１２００番地,9240063,2021-01-20,,2391,
F117310105512,F1(大学),17(石川),3(私),1(本),北陸学院大学,石川県金沢市三小牛町イ１１番地,9201346,2021-01-20,,2392,
F117310111854,F1(大学),17(石川),3(私),1(本),かなざわ食マネジメント専門職大学,石川県白山市横江町５２５０,9240011,2021-05-27,,2410,
F217210105522,F2(短大),17(石川),2(公),9(廃),小松短期大学,石川県小松市四丁町ヌ１－３,9238511,2021-01-20,2021-05-27,4434,
F217310105539,F2(短大),17(石川),3(私),1(本),金沢学院短期大学,石川県金沢市末町１０,9201302,2021-01-20,,5386,
F217310105548,F2(短大),17(石川),3(私),1(本),北陸学院大学短期大学部,石川県金沢市三小牛町イ１１,9201346,2021-01-20,,5387,
F217310105557,F2(短大),17(石川),3(私),1(本),金城大学短期大学部,石川県白山市笠間町１２００,9240063,2021-01-20,,5388,
F217310105566,F2(短大),17(石川),3(私),1(本),金沢星稜大学女子短期大学部,石川県金沢市御所町丑１０－１,9208620,2021-01-20,,5389,
G117110105578,G1(高専),17(石川),1(国),1(本),石川工業高等専門学校,石川県河北郡津幡町字北中条タ１,9290342,2021-01-20,,6580,
G117310105583,G1(高専),17(石川),3(私),1(本),国際高等専門学校,石川県金沢市久安２－２７０,9218601,2021-01-20,,8386,
F118110105597,F1(大学),18(福井),1(国),1(本),福井大学,福井県福井市文京３－９－１,9108507,2021-01-20,,0508,
F118210105602,F1(大学),18(福井),2(公),1(本),福井県立大学,福井県吉田郡永平寺町松岡兼定島４－１－１,9101195,2021-01-20,,1166,
F118210105611,F1(大学),18(福井),2(公),1(本),敦賀市立看護大学,福井県敦賀市木崎７８－２－１,9140814,2021-01-20,,1167,
F118310105628,F1(大学),18(福井),3(私),1(本),福井工業大学,福井県福井市学園３－６－１,9100028,2021-01-20,,2395,
F118310105637,F1(大学),18(福井),3(私),1(本),仁愛大学,福井県越前市大手町３－１－１,9158586,2021-01-20,,2396,
F118310105646,F1(大学),18(福井),3(私),1(本),福井医療大学,福井県福井市江上町５５－１３－１,9103190,2021-01-20,,2397,
F218310105654,F2(短大),18(福井),3(私),1(本),仁愛女子短期大学,福井県福井市天池町４３－１－１,9100124,2021-01-20,,5395,
G118110105666,G1(高専),18(福井),1(国),1(本),福井工業高等専門学校,福井県鯖江市下司町,9168507,2021-01-20,,6584,
F119110105676,F1(大学),19(山梨),1(国),1(本),山梨大学,山梨県甲府市武田４－４－３７,4008510,2021-01-20,,0500,
F119210105683,F1(大学),19(山梨),2(公),1(本),都留文科大学,山梨県都留市田原３－８－１,4020054,2021-01-20,,1172,
F119210105692,F1(大学),19(山梨),2(公),1(本),山梨県立大学,山梨県甲府市飯田５－１１－１,4000035,2021-01-20,,1177,
F119310105707,F1(大学),19(山梨),3(私),1(本),山梨学院大学,山梨県甲府市酒折２－４－５,4008575,2021-01-20,,2404,
F119310105716,F1(大学),19(山梨),3(私),1(本),身延山大学,山梨県南巨摩郡身延町身延３５６７,4092597,2021-01-20,,2406,
F119310105725,F1(大学),19(山梨),3(私),1(本),山梨英和大学,山梨県甲府市横根町八八八番地,4008555,2021-01-20,,2407,
F119310105734,F1(大学),19(山梨),3(私),1(本),健康科学大学,山梨県南都留郡富士河口湖町小立７１８７,4010380,2021-01-20,,2408,
F219210105744,F2(短大),19(山梨),2(公),1(本),大月短期大学,山梨県大月市御太刀１－１６－２,4010012,2021-01-20,,4448,
F219310105751,F2(短大),19(山梨),3(私),1(本),山梨学院短期大学,山梨県甲府市酒折２－４－５,4008575,2021-01-20,,5406,
F219310105760,F2(短大),19(山梨),3(私),1(本),帝京学園短期大学,山梨県山梨市上神内川１１５０－１,4050018,2021-01-20,,5407,
F120110105771,F1(大学),20(長野),1(国),1(本),信州大学,長野県松本市旭３－１－１,3908621,2021-01-20,,0248,
F120210105788,F1(大学),20(長野),2(公),1(本),公立諏訪東京理科大学,長野県茅野市豊平５０００－１,3910292,2021-01-20,,1179,
F120210105797,F1(大学),20(長野),2(公),1(本),長野県立大学,長野県長野市三輪８－４９－７,3808525,2021-01-20,,1181,
F120210105804,F1(大学),20(長野),2(公),1(本),長野県看護大学,長野県駒ケ根市赤穂１６９４,3994117,2021-01-20,,1182,
F120210105813,F1(大学),20(長野),2(公),1(本),長野大学,長野県上田市下之郷６５８－１,3861298,2021-01-20,,1183,
F120310105820,F1(大学),20(長野),3(私),1(本),松本歯科大学,長野県塩尻市大字広丘字郷原１７８０,3990781,2021-01-20,,2418,
F120310105839,F1(大学),20(長野),3(私),1(本),松本大学,長野県松本市新村２０９５－１,3901295,2021-01-20,,2420,
F120310105848,F1(大学),20(長野),3(私),1(本),清泉女学院大学,長野県長野市上野二丁目１２０番地８,3810085,2021-01-20,,2421,
F120310105857,F1(大学),20(長野),3(私),1(本),佐久大学,長野県佐久市岩村田２３８４番地,3850022,2021-01-20,,2422,
F120310105866,F1(大学),20(長野),3(私),1(本),長野保健医療大学,長野県長野市川中島町今井原１１－１,3812227,2021-01-20,,2423,
F120310111868,F1(大学),20(長野),3(私),1(本),松本看護大学,長野県松本市笹賀３１１８,3990033,2021-05-27,,2424,
F220210105876,F2(短大),20(長野),2(公),9(廃),長野県短期大学,長野県長野市三輪８－４９－７,3808525,2021-01-20,2021-05-27,4452,
F220310105883,F2(短大),20(長野),3(私),1(本),飯田短期大学,長野県飯田市松尾代田６１０,3950812,2021-01-20,,5417,
F220310105892,F2(短大),20(長野),3(私),1(本),長野短期大学,長野県長野市三輪９丁目１１番２９号,3800803,2021-01-20,,5419,
F220310105909,F2(短大),20(長野),3(私),1(本),上田女子短期大学,長野県上田市大字下之郷乙６２０,3861214,2021-01-20,,5420,
F220310105918,F2(短大),20(長野),3(私),1(本),松本大学松商短期大学部,長野県松本市新村２０９５－１,3901295,2021-01-20,,5421,
F220310105927,F2(短大),20(長野),3(私),1(本),松本短期大学,長野県松本市笹賀３１１８,3990033,2021-01-20,,5422,
F220310105936,F2(短大),20(長野),3(私),1(本),清泉女学院短期大学,長野県長野市上野２－１２０－８,3810085,2021-01-20,,5423,
